Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Crime_Category
7900    DEERING                      AV,,34.2138,-118.5951,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1940.0,21.0,Topanga,2126.0,2.0,2000 0444 1814 2004 1218,45.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
14200 W  RIVERSIDE                    DR,,34.1576,-118.4426,08/01/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1800.0,9.0,Van Nuys,964.0,2.0,0377 1822,33.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
12700    MUSCATINE                    ST,,34.2412,-118.4099,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,1030.0,16.0,Foothill,1663.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
59TH                         ST,FIGUEROA,33.9874,-118.2827,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,2255.0,12.0,77th Street,1239.0,1.0,0344 1300 0416 0354 2002,36.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
1100 E  52ND                         ST,,33.996,-118.2565,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1620.0,13.0,Newton,1364.0,2.0,0329,0.0,X,X,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
2800 E  WASHINGTON                   BL,,34.0173,-118.22,05/30/2020 12:00:00 AM,05/29/2020 12:00:00 AM,1800.0,4.0,Hollenbeck,497.0,1.0,1218 0400,48.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
16700    VANOWEN                      ST,,34.1939,-118.4968,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2100.0,10.0,West Valley,1028.0,2.0,0329 1202,86.0,F,O,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,Property Crimes
KENMORE,SANTA MONICA,34.0986,-118.2962,02/15/2020 12:00:00 AM,02/14/2020 12:00:00 AM,2130.0,11.0,Northeast,1151.0,1.0,0416 0417 0344 0429 0216 0342 0340 0305 0446,29.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
11600    VICTORY                      BL,,34.1867,-118.3851,06/23/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1200.0,15.0,N Hollywood,1526.0,2.0,,0.0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont,Fraud and White-Collar Crimes
800 N  HIGHLAND                     AV,,34.0853,-118.3386,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2130.0,7.0,Wilshire,706.0,2.0,1300 0329,38.0,F,K,101.0,STREET,,,IC,Invest Cont,Property Crimes
200 E  6TH                          ST,,34.0448,-118.2474,07/20/2020 12:00:00 AM,07/15/2020 12:00:00 AM,700.0,1.0,Central,155.0,2.0,0329,0.0,M,W,726.0,POLICE FACILITY,,,IC,Invest Cont,Property Crimes
1500 N  SERRANO                      AV,,34.0981,-118.3071,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,2045.0,6.0,Hollywood,649.0,2.0,0913 0400 0448 0401 1820,43.0,F,W,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
3600    ADAIR                        ST,,34.0142,-118.2672,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1100.0,13.0,Newton,1342.0,1.0,0344,50.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
1000 N  MANSFIELD                    AV,,34.0889,-118.3405,11/14/2020 12:00:00 AM,11/14/2020 12:00:00 AM,545.0,6.0,Hollywood,663.0,1.0,1822 1501 0601,0.0,X,X,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
4TH                          ST,SOTO                         ST,34.0408,-118.2122,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,915.0,4.0,Hollenbeck,464.0,2.0,0400 0913 0416 0401 0429,28.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
300 S  KINGSLEY                     DR,,34.0672,-118.3028,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,730.0,20.0,Olympic,2023.0,1.0,1822 0358 1607 0321 0344 0349,0.0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
600 S  CORONADO                     ST,,34.0628,-118.2811,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,1400.0,2.0,Rampart,251.0,2.0,0400 0913 0602 0360,51.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
9700    SALOMA                       AV,,34.2462,-118.4578,10/23/2020 12:00:00 AM,10/22/2020 12:00:00 AM,2218.0,19.0,Mission,1962.0,2.0,0930,19.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
1000 S  BRONSON                      AV,,34.0526,-118.3227,01/21/2021 12:00:00 AM,09/09/2020 12:00:00 AM,1649.0,20.0,Olympic,2041.0,2.0,0100 1822 1210,24.0,M,K,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
600    ROSE                         AV,,33.9991,-118.4721,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,1715.0,14.0,Pacific,1414.0,2.0,0416,46.0,F,H,102.0,SIDEWALK,511.0,VERBAL THREAT,AA,Adult Arrest,Violent Crimes
G                            ST,LAGOON                       AV,33.7795,-118.2715,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,2200.0,5.0,Harbor,522.0,1.0,0913 0416 0417 0429 0432 1218,32.0,M,H,101.0,STREET,301.0,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,Violent Crimes
20200    SATICOY                      ST,,34.2084,-118.5735,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,15.0,21.0,Topanga,2139.0,1.0,2000 0411 2004 1218 0913,26.0,F,H,217.0,AUTO REPAIR SHOP,221.0,GLASS,IC,Invest Cont,Violent Crimes
61ST,CENTRAL,33.9845,-118.2564,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2200.0,13.0,Newton,1385.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
1300 S  HOPE                         ST,,34.0395,-118.2656,06/15/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1530.0,1.0,Central,192.0,2.0,2000 0416 1822,31.0,F,A,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
1500    ARAPAHOE                     ST,,34.0462,-118.2854,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,645.0,20.0,Olympic,2079.0,1.0,,0.0,,,101.0,STREET,,,AO,Adult Other,Property Crimes
500 S  SAN PEDRO                    ST,,34.0437,-118.2455,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1325.0,1.0,Central,156.0,2.0,1202 2021 1218 2004 2038 0913,64.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,Crimes against Public Order
7300    IRONDALE                     AV,,34.2034,-118.5852,06/18/2020 12:00:00 AM,06/18/2020 12:00:00 AM,745.0,21.0,Topanga,2137.0,1.0,2000 0416 0408 1814 0913,41.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
10300 S  WESTERN                      AV,,33.9418,-118.309,10/29/2020 12:00:00 AM,10/28/2020 12:00:00 AM,1900.0,12.0,77th Street,1283.0,2.0,1822 0400 0421 0443,48.0,M,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,Crimes against Public Order
12900    SATICOY                      ST,,34.2066,-118.4144,09/04/2020 12:00:00 AM,09/04/2020 12:00:00 AM,1310.0,15.0,N Hollywood,1501.0,2.0,1501,0.0,M,W,202.0,LIQUOR STORE,,,IC,Invest Cont,Crimes against Public Order
11200    CAMARILLO                    ST,,34.1576,-118.3757,10/21/2020 12:00:00 AM,10/17/2020 12:00:00 AM,1130.0,15.0,N Hollywood,1555.0,1.0,0344 1420,42.0,M,O,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
6600    TOPANGA CANYON               BL,,34.1905,-118.6059,02/24/2020 12:00:00 AM,02/23/2020 12:00:00 AM,2000.0,21.0,Topanga,2156.0,1.0,0346 0390 0344,31.0,F,O,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,Property Crimes
1500    RICARDO                      ST,,34.0602,-118.198,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1600.0,4.0,Hollenbeck,448.0,2.0,0400 0416 0913,28.0,M,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
HOOVER,WASHINGTON,34.0406,-118.2841,10/12/2020 12:00:00 AM,10/12/2020 12:00:00 AM,2045.0,2.0,Rampart,291.0,1.0,1822 0369 0445 0334 2035 0387,41.0,M,H,301.0,GAS STATION,215.0,MACHETE,IC,Invest Cont,Violent Crimes
900 E  120TH                        ST,,33.9237,-118.2597,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,930.0,18.0,Southeast,1864.0,1.0,2000 1814 0419 0302 0401 0329 0429 0913,27.0,F,B,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,Violent Crimes
300 E  76TH                         ST,,33.9713,-118.2696,10/02/2020 12:00:00 AM,10/01/2020 12:00:00 AM,1500.0,12.0,77th Street,1259.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
4400    STROHM                       AV,,34.1504,-118.3593,03/09/2020 12:00:00 AM,03/09/2020 12:00:00 AM,2030.0,15.0,N Hollywood,1569.0,2.0,2038 2004,0.0,F,O,101.0,STREET,,,IC,Invest Cont,Crimes against Public Order
5400    HALBRENT                     AV,,34.1685,-118.4649,09/26/2020 12:00:00 AM,09/21/2020 12:00:00 AM,2000.0,9.0,Van Nuys,952.0,1.0,0344 0394,29.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
300 E  DENNI                        ST,,33.7849,-118.2598,12/10/2020 12:00:00 AM,12/10/2020 12:00:00 AM,15.0,5.0,Harbor,517.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
VAN NUYS                     BL,CALVERT                      ST,34.1817,-118.4487,04/07/2020 12:00:00 AM,04/06/2020 12:00:00 AM,1715.0,9.0,Van Nuys,935.0,2.0,0444,66.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
6600    FALLBROOK                    AV,,34.1883,-118.6274,07/06/2020 12:00:00 AM,06/19/2020 12:00:00 AM,1540.0,21.0,Topanga,2143.0,1.0,1420 0325,22.0,M,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,Property Crimes
3RD,LOS ANGELES,34.0485,-118.2447,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,2300.0,1.0,Central,135.0,2.0,0443 0447 1310,29.0,M,A,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Crimes against Public Order
FOOTHILL                     BL,LOWELL                       AV,34.2407,-118.2661,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1730.0,16.0,Foothill,1659.0,2.0,0447 1212 1822,0.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
19700    ROSCOE                       BL,,34.2243,-118.5623,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,1430.0,17.0,Devonshire,1792.0,2.0,2000 0419 0408 0913 0448 1814 0416 0447,34.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
11500    ORCAS                        AV,,34.2788,-118.3682,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,310.0,16.0,Foothill,1608.0,1.0,0913 1817 0416,25.0,M,O,501.0,SINGLE FAMILY DWELLING,309.0,BOARD,AA,Adult Arrest,Violent Crimes
4900    STERN                        AV,,34.16,-118.4345,10/13/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1710.0,9.0,Van Nuys,964.0,2.0,0930 0929,60.0,F,H,750.0,CYBERSPACE,,,IC,Invest Cont,Fraud and White-Collar Crimes
4600    MELBOURNE                    AV,,34.1036,-118.2912,09/05/2020 12:00:00 AM,09/02/2020 12:00:00 AM,1400.0,11.0,Northeast,1142.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
11500    VICTORY                      BL,,34.1867,-118.3829,12/06/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1625.0,15.0,N Hollywood,1526.0,1.0,0394,43.0,F,H,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,Property Crimes
900    WESTWOOD                     BL,,34.0626,-118.4453,09/08/2020 12:00:00 AM,09/08/2020 12:00:00 AM,1200.0,8.0,West LA,817.0,2.0,1822 0329,0.0,X,X,401.0,MINI-MART,,,IC,Invest Cont,Property Crimes
8700    INDEPENDENCE                 AV,,34.2282,-118.5907,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,400.0,17.0,Devonshire,1781.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
MARIPOSA,WILSHIRE                     BL,34.0618,-118.2987,02/13/2020 12:00:00 AM,02/12/2020 12:00:00 AM,2250.0,20.0,Olympic,2035.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
500    KENSINGTON                   RD,,34.0665,-118.2529,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,1550.0,2.0,Rampart,219.0,2.0,0913 0602 0416 0446 0561,58.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
W  7TH                          ST,S  KINGSLEY                     DR,34.0597,-118.3031,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2345.0,20.0,Olympic,2034.0,2.0,0930 0928,59.0,F,K,145.0,MAIL BOX,,,IC,Invest Cont,Fraud and White-Collar Crimes
6600    LAUREL CANYON                BL,,34.1903,-118.3965,07/22/2020 12:00:00 AM,07/21/2020 12:00:00 AM,2050.0,15.0,N Hollywood,1514.0,2.0,1402,0.0,M,O,602.0,BANK,,,IC,Invest Cont,Other Crimes
6200 S  BROADWAY,,33.9789,-118.2795,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1410.0,13.0,Newton,1391.0,1.0,1300 0334 0302 0344 0216 0209 1822 0906,39.0,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,Property Crimes
VICTORY                      BL,LANKERSHIM                   BL,34.1867,-118.3878,04/12/2020 12:00:00 AM,04/11/2020 12:00:00 AM,1846.0,15.0,N Hollywood,1526.0,1.0,2004 0325 1402,0.0,M,W,301.0,GAS STATION,,,AA,Adult Arrest,Property Crimes
6100    SANTA MONICA                 BL,,34.0908,-118.3223,01/24/2020 12:00:00 AM,01/23/2020 12:00:00 AM,2300.0,6.0,Hollywood,656.0,1.0,1601 1609 0325 0601 0329,0.0,X,X,202.0,LIQUOR STORE,,,IC,Invest Cont,Property Crimes
6200    LEXINGTON                    AV,,34.0926,-118.3244,03/12/2020 12:00:00 AM,03/11/2020 12:00:00 AM,330.0,6.0,Hollywood,666.0,2.0,0400 1810 0913,22.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
300 N  SAINT LOUIS                  ST,,34.0462,-118.2153,04/27/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1200.0,4.0,Hollenbeck,463.0,2.0,1906 0913,0.0,X,X,504.0,OTHER RESIDENCE,,,IC,Invest Cont,Crimes against Public Order
7500    FOUNTAIN                     AV,,34.0962,-118.349,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,240.0,6.0,Hollywood,644.0,2.0,1402 0400,38.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,Crimes against Public Order
13400    BRANFORD                     ST,,34.2319,-118.4255,03/13/2021 12:00:00 AM,08/08/2020 12:00:00 AM,2000.0,19.0,Mission,1988.0,1.0,1813 0416 0446 0408 0906 0913 2000,30.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
6200    TOPANGA CANYON               BL,,34.1829,-118.6059,03/01/2020 12:00:00 AM,02/29/2020 12:00:00 AM,1630.0,21.0,Topanga,2156.0,1.0,1606 0344 1202,62.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
900 E  88TH                         ST,,33.9574,-118.2586,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,2110.0,18.0,Southeast,1804.0,2.0,0913 0447 0603 0361,30.0,M,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
5100    LAUREL CANYON                BL,,34.1613,-118.4008,02/13/2023 12:00:00 AM,10/14/2020 12:00:00 AM,2000.0,15.0,N Hollywood,1544.0,2.0,0400 2000 1243,34.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
4500    VAN NUYS                     BL,,34.1547,-118.453,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,545.0,9.0,Van Nuys,974.0,1.0,0358 1420 0344 1607,45.0,F,H,706.0,SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB,,,IC,Invest Cont,Property Crimes
2600    ELLENDALE                    PL,,34.0323,-118.2888,07/30/2020 12:00:00 AM,03/15/2020 12:00:00 AM,1200.0,3.0,Southwest,327.0,1.0,1822 0344 1601 1251,25.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
1800    ARMACOST                     AV,,34.0363,-118.4554,12/01/2020 12:00:00 AM,11/30/2020 12:00:00 AM,1130.0,8.0,West LA,881.0,1.0,1608 0344 1822,61.0,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
7200    DE CELIS                     PL,,34.2012,-118.4946,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,10.0,10.0,West Valley,1008.0,2.0,1822 0447 0443,52.0,F,W,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,Violent Crimes
1000 N  WILTON                       PL,,34.0885,-118.3136,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,2240.0,6.0,Hollywood,657.0,2.0,0329 1822,0.0,X,X,505.0,MOTEL,,,IC,Invest Cont,Property Crimes
800 E  77TH                         ST,,33.9694,-118.2608,01/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,5.0,12.0,77th Street,1259.0,1.0,1251 1258 0913 0556 0500 0526,8.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
14000    OXNARD                       ST,,34.1794,-118.4377,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,930.0,9.0,Van Nuys,946.0,2.0,0329 1609,34.0,F,H,222.0,LAUNDROMAT,,,IC,Invest Cont,Property Crimes
1300 N  ALTA VISTA                   BL,,34.0944,-118.3472,07/10/2021 12:00:00 AM,04/29/2020 12:00:00 AM,1314.0,6.0,Hollywood,644.0,2.0,0913 2041 1906,56.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Crimes against Public Order
OLYMPIC                      BL,FRANCISCO,34.0454,-118.2657,05/05/2020 12:00:00 AM,05/04/2020 12:00:00 AM,2030.0,1.0,Central,171.0,1.0,1609 0344 1307 0329 1822,36.0,M,W,101.0,STREET,,,IC,Invest Cont,Property Crimes
20900    VANOWEN                      ST,,34.1938,-118.5892,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,1515.0,21.0,Topanga,2157.0,2.0,2000 0444 0447 1814,48.0,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
13000    VALLEYHEART                  DR,,34.1469,-118.4161,09/26/2020 12:00:00 AM,09/25/2020 12:00:00 AM,2200.0,9.0,Van Nuys,998.0,1.0,0358 0329 1420,40.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
8600    VAN NUYS                     BL,,34.2264,-118.4494,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,30.0,19.0,Mission,1985.0,1.0,0416 0913 1817 0445 0429,57.0,M,H,102.0,SIDEWALK,304.0,CLUB/BAT,AA,Adult Arrest,Violent Crimes
2900    CASITAS                      AV,,34.1116,-118.2467,06/27/2021 12:00:00 AM,11/26/2020 12:00:00 AM,1700.0,11.0,Northeast,1133.0,1.0,0344 1822 1607,47.0,F,H,221.0,PUBLIC STORAGE,,,IC,Invest Cont,Property Crimes
900 E  2ND                          ST,,34.0472,-118.2349,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,400.0,1.0,Central,139.0,2.0,1414 2000 1814 0408 0913,36.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
VALERIO                      ST,REMMET                       AV,34.2047,-118.6003,04/27/2020 12:00:00 AM,04/24/2020 12:00:00 AM,1740.0,21.0,Topanga,2136.0,2.0,0329,26.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
PLUMMER,FARRALONE,34.2427,-118.6104,11/22/2020 12:00:00 AM,11/21/2020 12:00:00 AM,2000.0,21.0,Topanga,2101.0,2.0,0416 0913 2021,26.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
VERNON                       AV,COMPTON                      BL,34.0039,-118.2477,05/11/2020 12:00:00 AM,05/08/2020 12:00:00 AM,2000.0,13.0,Newton,1365.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
11000    ALDEA                        AV,,34.2709,-118.5088,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1000.0,17.0,Devonshire,1735.0,2.0,2038 1202,69.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,Crimes against Public Order
7700 S  HARVARD                      BL,,33.97,-118.3068,12/19/2020 12:00:00 AM,12/19/2020 12:00:00 AM,1650.0,12.0,77th Street,1253.0,2.0,2038 0913 1814,62.0,F,B,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,Crimes against Public Order
800 N  ALAMEDA                      ST,,34.0563,-118.2374,03/09/2020 12:00:00 AM,03/09/2020 12:00:00 AM,2000.0,1.0,Central,119.0,1.0,0947 0344 0910 2003 1822,0.0,X,X,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,Property Crimes
6900    MORELLA                      AV,,34.1959,-118.39,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,2300.0,15.0,N Hollywood,1515.0,2.0,0329 1300,32.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
6600    WOODLEY                      AV,,34.1903,-118.4836,12/30/2020 12:00:00 AM,12/21/2020 12:00:00 AM,1530.0,10.0,West Valley,1039.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
800 W  48TH                         ST,,33.9997,-118.2871,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,1700.0,12.0,77th Street,1207.0,2.0,0444 0913,63.0,F,H,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
900 E  113TH                        ST,,33.9319,-118.2556,08/09/2021 12:00:00 AM,01/01/2020 12:00:00 AM,1.0,18.0,Southeast,1844.0,2.0,0913 1258 0558 0551 0505 0529 0536 0448,9.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Crimes against Persons
92ND                         ST,ZAMORA                       AV,33.9485,-118.2461,03/10/2020 12:00:00 AM,03/09/2020 12:00:00 AM,1900.0,18.0,Southeast,1826.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
13200 S  VERMONT                      AV,,33.9119,-118.2916,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,1535.0,18.0,Southeast,1851.0,2.0,1822 0329 1307,35.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
600 W  6TH                          ST,,33.7388,-118.2906,10/23/2020 12:00:00 AM,10/02/2020 12:00:00 AM,202.0,5.0,Harbor,557.0,1.0,0344 0209 0394,26.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,Property Crimes
9800    OMELVENY                     AV,,34.2493,-118.4179,07/02/2020 12:00:00 AM,07/01/2020 12:00:00 AM,2.0,16.0,Foothill,1651.0,2.0,0421,29.0,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,Crimes against Public Order
11100    AVIATION                     BL,,33.9437,-118.379,11/17/2020 12:00:00 AM,11/17/2020 12:00:00 AM,400.0,14.0,Pacific,1494.0,2.0,2000 0400 0444,24.0,F,B,212.0,TRANSPORTATION FACILITY (AIRPORT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
400    WORLD                        WY,,33.9433,-118.4072,03/03/2020 12:00:00 AM,02/25/2020 12:00:00 AM,1930.0,14.0,Pacific,1494.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
